date,macular degeneration,choking,allergy,anemia,anthrax,apnea,cardiac arrest,asthma,illusion,avian influenza,back pain,back injury,sting,bleeding,high blood pressure,body weight,broken bone,dengue,spotting,contusion,blister,burns,corpses,calculus,colon cancer,cervical cancer,prostate cancer,ovarian cancer,death,cardiovascular disease,encephalopathy,stroke,cholera,alcoholism,copd,chronic diseases,shock,brain injury,cough,cramp,birth defects,drug abuse,alexia,stuttering,diarrhea,tuberculosis,disease,infectious diseases,kidney disease,neurological disorders,dislocation,multiple sclerosis,dizziness,drowning,emergency,vomiting,polio,epilepsy,rash,kidney failure,dementia,fatigue,cystic fibrosis,fibrosis,flushing,seizure,food poisoning,boils,gunshot wounds,hearing loss,heart attack,heart disease,heart failure,hemophilia,hepatitis,hepatitis b,liver cancer,hiccups,hiv infection,fever,blindness,erectile dysfunction,infection,inflammation,influenza,foot injury,ankle injury,head injuries,wrist injury,insomnia,knee injury,underweight,leg injury,leukemia,liver disease,weight loss,lung disease,lymphoma,mad cow disease,breast cancer,malnutrition,measles,melanoma,meningitis,microcephaly,migraine,nausea,kidney cancer,skin cancer,obesity,childhood obesity,osteoarthritis,osteoporosis,drug overdose,overweight,chest pain,pancreatic cancer,paralysis,plague,pneumonia,poisoning,arthritis,preterm birth,brain cancer,coma,hepatitis c,lung cancer,rare diseases,confusion,recurrence,malaria,infertility,rheumatoid arthritis,rupture,scars,sclerosis,sexually transmitted diseases,sleep apnea,spasms,miscarriage,famine,kidney stones,strain,dehydration,sudden death,syndrome,aids,injury,tremors,cancer,ulcers,headache,weight gain,whooping cough,chronic pain,shingles
2012-06,4,17,39,7,1,0,14,28,37,3,3,11,91,150,77,11,14,34,17,10,5,277,31,1,39,2,56,15,1125,12,5,245,0,24,4,11,280,11,39,11,1,41,3,14,30,38,774,9,4,9,28,14,32,51,963,12,41,41,35,11,9,76,18,34,9,174,4,15,28,0,105,81,13,4,48,25,26,27,7,42,16,12,221,27,20,1,20,17,0,14,21,66,13,30,11,84,19,24,0,205,17,4,41,18,0,15,41,10,26,236,17,5,18,2,113,6,12,54,21,41,30,77,3,20,30,16,122,7,158,45,52,37,18,16,28,17,41,0,8,3,51,21,427,15,3,54,66,1063,37,1571,3,220,27,14,3,21
2012-07,14,22,67,21,3,35,54,43,50,7,3,10,65,78,38,8,15,45,18,18,0,306,45,7,31,3,63,12,1217,13,3,260,22,13,30,14,336,11,40,7,15,31,1,29,18,21,808,22,10,5,22,29,5,22,868,14,15,38,41,4,35,61,4,22,9,98,25,8,27,4,122,68,38,9,51,7,13,46,46,88,26,9,267,31,10,12,20,30,8,15,22,50,4,4,8,35,22,8,0,117,15,1,5,10,0,34,5,1,2,154,4,10,36,6,144,7,11,34,19,28,44,50,17,2,41,29,54,7,116,29,10,13,23,43,32,37,9,23,8,27,23,3,299,12,17,43,183,1165,30,782,8,140,4,18,12,6
2012-08,10,21,29,7,14,6,30,48,27,6,7,15,74,101,56,8,8,5,7,17,7,217,56,13,21,6,45,4,1471,25,4,253,36,23,6,42,314,20,47,8,23,38,3,15,23,28,922,25,14,3,7,28,10,30,1017,30,3,17,35,3,65,53,20,26,55,79,7,18,21,8,110,106,79,5,94,2,6,22,6,107,15,8,293,22,29,19,11,22,5,7,59,31,5,8,2,19,17,8,4,127,9,6,7,7,0,30,6,3,2,138,9,6,8,1,109,7,8,49,19,19,58,49,21,19,10,71,16,8,139,32,18,15,30,47,47,31,11,7,5,19,35,0,247,10,25,67,92,1198,14,934,10,152,14,1,3,3
2012-09,12,16,43,1,8,84,25,22,36,1,23,11,69,63,47,15,5,73,13,5,2,259,52,11,6,11,13,19,1389,11,18,126,8,10,14,13,230,21,19,5,18,27,2,4,28,13,856,38,6,2,13,26,10,28,612,5,51,12,22,12,33,60,12,18,70,51,5,2,24,5,90,92,39,62,14,0,9,10,11,75,11,2,214,22,19,2,5,7,0,13,4,38,3,10,3,23,36,8,2,68,7,2,12,12,0,36,8,3,3,213,13,7,6,0,104,2,20,51,17,26,62,39,3,11,34,12,49,9,120,31,35,17,12,24,15,30,1,75,9,2,41,10,270,6,8,92,71,580,9,837,3,142,15,0,3,23
2012-10,4,31,84,10,0,2,22,109,31,6,95,6,68,82,64,5,12,63,4,9,1,218,32,13,23,29,80,8,1303,13,2,274,19,22,11,44,257,6,31,6,19,43,1,8,17,33,1168,55,8,1,7,47,11,16,790,17,8,30,26,14,45,61,1,4,7,87,5,9,20,0,98,89,31,39,44,4,1,18,5,149,3,5,471,23,17,1,10,18,1,7,21,62,2,23,9,25,12,23,1,86,8,3,21,1052,0,16,75,5,10,187,3,2,14,1,126,12,5,39,17,30,18,40,0,16,16,35,55,25,130,65,79,42,13,15,19,53,8,2,5,5,24,0,258,5,7,48,62,812,39,1222,8,245,28,28,4,17
2012-11,0,32,28,6,0,2,26,108,46,9,26,8,84,76,73,5,4,31,6,18,1,210,42,16,20,7,25,12,1346,20,5,242,12,24,5,17,285,33,63,15,10,39,3,21,8,42,733,30,4,4,7,22,5,8,1260,10,5,21,36,10,9,89,8,18,9,81,2,6,19,15,110,62,64,0,91,2,8,16,42,101,5,19,307,37,32,5,4,27,0,4,14,46,8,11,21,21,11,7,5,78,17,0,7,168,0,5,15,9,4,76,10,1,2,6,93,3,24,67,15,28,49,72,0,4,7,76,29,4,117,42,67,13,31,7,22,29,6,2,5,19,30,0,264,3,16,57,140,733,15,888,5,93,6,42,4,4
2012-12,2,19,26,19,16,8,27,39,43,3,9,1,53,99,29,9,0,14,6,10,0,222,27,10,18,5,44,14,1409,4,23,145,17,8,3,11,240,15,18,4,0,20,3,2,21,24,721,19,5,10,7,23,9,12,688,32,80,25,29,1,36,18,1,1,10,55,9,12,33,35,99,39,22,5,19,0,0,12,7,46,8,3,277,29,14,5,2,21,0,2,22,53,0,22,3,29,6,3,39,69,12,0,4,69,0,4,17,0,0,57,7,0,5,2,99,1,5,37,12,9,26,60,4,11,7,11,28,9,130,64,57,14,32,10,33,24,8,8,11,5,5,2,171,22,9,44,38,730,20,1156,4,60,26,4,4,0
2013-01,20,14,13,7,0,1,8,42,30,17,5,7,71,98,43,0,3,28,6,14,10,264,28,20,14,20,27,21,1134,8,33,203,18,14,9,16,190,66,76,13,15,31,4,9,24,34,733,19,18,2,18,30,3,19,1086,12,11,31,17,8,22,36,7,10,14,89,3,11,36,12,85,59,15,32,52,4,15,14,2,34,8,5,228,8,71,5,7,25,4,11,35,66,7,32,12,7,10,4,23,66,9,26,17,37,1,58,6,6,8,120,11,10,9,7,121,12,12,40,13,66,29,41,2,9,39,34,55,12,73,34,22,23,23,6,12,34,12,1,8,14,16,10,283,13,10,36,61,854,8,1111,8,143,22,19,2,5
2013-02,9,19,38,18,2,9,17,12,24,4,7,5,44,77,32,4,3,6,13,21,1,171,21,7,6,32,16,21,1049,25,15,125,12,12,0,25,248,4,33,2,34,30,2,11,10,24,612,13,10,3,10,28,6,27,900,8,52,22,34,9,32,52,0,3,11,78,4,11,17,9,62,52,24,1,74,13,3,18,1,54,6,5,147,19,41,6,4,7,1,15,19,28,1,12,5,42,7,15,14,80,12,3,10,11,0,16,18,1,4,70,11,0,27,4,79,1,4,39,14,17,32,42,11,10,10,36,36,10,115,10,21,25,24,26,22,35,8,7,7,8,24,21,167,5,7,44,76,722,13,840,14,88,6,4,1,1
2013-03,3,22,23,12,36,17,16,32,19,0,14,5,41,65,59,8,0,0,10,26,3,165,25,14,28,13,16,16,1661,24,11,207,4,20,12,7,194,51,24,2,7,25,2,6,20,23,762,24,10,2,3,62,6,11,797,14,14,20,20,10,24,45,4,12,12,90,3,5,24,0,112,89,42,0,71,1,16,24,49,54,11,6,354,37,1,0,2,13,1,7,29,55,1,20,13,34,24,6,5,73,12,1,24,11,0,7,24,3,11,98,15,6,24,6,105,9,11,26,29,15,32,79,8,9,26,63,43,7,100,24,40,11,44,20,16,68,7,17,10,3,14,0,168,4,7,44,85,648,22,1021,3,92,27,20,6,5
2013-04,0,30,18,16,30,14,7,33,16,39,5,3,76,40,29,5,13,28,1,17,1,152,35,13,26,0,37,22,1248,8,17,174,3,11,38,10,221,14,14,1,9,29,0,10,27,17,699,34,7,5,1,38,2,12,654,9,30,20,21,3,16,41,19,34,3,161,6,9,36,1,42,22,38,11,78,3,8,13,15,31,7,18,281,22,73,0,5,8,1,13,11,43,2,21,8,10,17,2,5,73,4,3,14,40,0,30,16,6,19,55,6,2,26,4,100,2,6,25,27,55,30,62,1,4,7,63,23,17,69,15,33,7,45,56,39,39,7,13,12,0,11,15,466,7,2,86,32,651,37,930,5,89,8,10,7,4
2013-05,34,27,29,14,6,6,5,84,45,12,8,5,72,46,32,3,4,2,10,17,5,150,20,19,5,16,46,18,1351,5,11,122,0,17,18,12,177,15,21,6,8,23,2,15,28,4,654,26,4,3,8,36,4,8,716,15,7,15,12,3,17,40,3,13,5,200,1,13,10,2,55,53,11,3,75,2,18,14,2,95,18,18,239,27,15,1,4,13,1,11,11,46,3,42,2,48,8,42,14,93,12,0,95,19,0,21,5,17,17,89,8,4,4,19,95,3,12,19,15,45,20,52,8,9,25,70,67,16,70,31,10,7,17,11,23,45,1,5,12,23,23,16,308,25,4,72,47,607,17,1052,8,91,5,17,14,5
2013-06,2,24,14,7,0,9,4,24,20,12,1,10,67,60,29,0,4,0,14,10,5,151,13,13,18,30,61,53,896,15,9,186,8,8,11,17,190,12,11,0,4,20,10,14,28,7,607,19,9,0,17,45,2,10,652,9,0,24,17,8,15,64,13,19,4,76,0,12,17,6,57,52,36,20,27,7,5,16,14,23,9,8,186,25,26,1,4,22,3,2,29,38,7,15,0,18,18,24,9,120,31,0,100,28,0,1,15,16,13,149,17,0,3,6,98,9,5,23,15,56,11,53,1,15,20,19,36,30,77,29,16,5,25,28,15,51,5,9,9,8,21,0,229,13,12,42,61,715,40,1053,3,76,6,9,8,0
2013-07,4,34,36,29,0,1,3,37,24,5,13,5,61,77,25,9,6,16,20,6,3,286,44,6,24,4,40,9,1248,15,12,144,4,5,7,15,177,20,12,31,30,42,3,14,30,4,628,8,13,1,17,27,1,21,997,44,0,31,42,6,71,45,16,16,10,85,30,7,7,2,35,53,42,6,61,8,2,24,8,57,5,12,208,9,6,2,5,35,2,9,18,25,5,22,3,17,19,39,0,33,24,0,20,15,0,8,13,11,6,96,3,2,10,17,81,5,2,21,32,38,87,34,3,9,17,40,70,34,100,34,7,14,16,31,17,31,0,1,10,13,27,13,167,5,12,45,59,943,16,878,9,105,2,0,5,2
2013-08,7,34,33,27,0,1,15,54,12,2,8,13,42,39,52,13,5,28,11,8,6,202,37,16,25,2,36,9,1059,2,9,144,13,26,1,7,142,47,15,5,5,30,3,19,20,7,419,13,10,2,13,14,9,11,688,22,16,15,29,2,25,52,6,6,92,77,20,5,21,8,18,19,18,1,20,2,15,12,3,54,19,3,113,16,8,0,1,18,1,5,19,47,4,9,3,37,10,19,0,88,16,2,22,2,8,4,15,11,10,150,7,3,8,0,83,7,14,24,15,15,71,44,5,1,3,14,41,2,53,19,9,9,29,20,18,18,3,1,6,10,9,0,167,7,6,26,50,678,55,755,2,90,21,15,1,3
2013-09,11,28,15,6,7,1,0,32,32,5,7,12,86,46,63,1,13,0,19,70,26,185,33,18,14,4,38,17,1166,20,18,159,2,3,62,18,245,10,38,16,12,14,11,10,29,9,718,26,12,4,13,10,11,13,826,5,0,11,21,11,35,61,1,5,69,95,7,8,11,0,72,75,73,12,40,28,20,25,15,37,14,5,202,118,24,11,26,20,8,21,38,49,5,24,5,22,27,5,4,155,19,0,85,7,0,42,9,2,25,66,3,12,6,0,141,4,22,32,5,23,30,52,3,22,9,12,108,24,94,60,40,26,15,21,19,13,2,1,43,1,20,0,448,14,3,81,84,936,13,1352,5,114,4,42,2,1
2013-10,11,21,20,2,0,1,27,30,22,3,33,11,44,60,60,9,10,17,15,17,5,191,29,6,0,7,36,8,1263,18,12,119,43,11,1,10,239,18,14,8,8,40,1,12,27,10,700,31,6,2,15,37,0,18,750,14,168,14,32,5,33,46,16,23,8,81,6,6,22,0,76,68,30,4,116,0,13,25,6,56,8,13,148,34,14,28,60,33,4,2,102,57,37,36,6,26,10,5,2,103,22,18,29,21,0,3,20,2,5,72,2,5,16,9,80,4,6,79,24,15,9,57,0,3,2,91,43,24,131,16,39,0,33,21,22,44,8,1,12,7,40,0,322,10,7,36,44,1497,17,781,7,118,4,0,4,4
2013-11,11,27,11,12,0,10,10,6,26,22,15,14,52,50,55,7,11,0,10,54,7,168,48,5,5,6,14,8,1110,16,10,279,4,18,13,14,176,25,17,7,4,37,0,12,35,7,763,10,16,5,17,41,11,15,746,20,165,20,40,5,24,34,2,13,14,119,1,7,33,17,134,146,23,2,72,3,8,9,9,34,15,7,191,16,13,52,108,37,11,5,133,60,32,36,12,45,8,24,5,37,38,4,19,33,0,3,15,1,4,149,1,1,1,2,162,9,2,35,11,15,55,24,30,6,10,66,22,46,82,21,4,4,13,17,8,47,5,10,33,9,31,0,269,8,0,64,115,1916,11,532,2,112,18,0,9,2
2013-12,4,18,44,6,0,12,3,23,15,1,13,25,56,38,31,8,2,4,12,32,1,93,23,1,9,9,22,4,822,15,6,87,0,9,19,11,120,5,15,2,11,12,0,17,15,40,672,26,5,1,5,32,0,12,458,8,27,17,32,8,114,24,8,30,0,49,1,7,11,9,44,43,14,10,74,1,10,12,14,25,8,2,179,14,16,22,61,17,2,5,59,43,14,32,7,14,14,24,3,40,12,24,1,41,0,7,10,2,0,42,4,2,7,4,72,3,3,19,7,20,24,20,1,8,12,63,18,5,78,19,70,8,14,6,17,38,2,11,21,6,9,0,218,11,4,29,88,1144,5,545,7,82,15,0,3,0
2014-01,9,19,28,11,0,17,17,24,26,8,25,22,65,68,87,7,8,2,9,57,12,210,37,8,7,10,18,3,1075,11,13,177,2,5,11,18,189,29,14,10,4,24,3,21,61,16,669,14,9,8,7,26,36,16,1112,44,43,25,38,6,35,65,7,16,32,89,4,14,39,3,65,76,47,6,34,7,7,20,3,32,22,13,97,32,27,44,108,20,13,16,133,68,23,23,14,33,13,13,0,50,38,6,35,11,0,46,41,5,28,70,6,0,13,0,144,5,4,17,16,7,25,33,0,3,42,20,86,14,70,17,3,9,19,19,28,34,9,12,33,8,13,7,407,16,3,44,93,1861,13,683,9,136,18,4,6,0
2014-02,0,23,73,6,6,3,6,38,26,9,11,21,75,39,54,6,10,0,3,48,3,141,24,1,19,1,22,9,1100,21,24,222,0,7,25,39,231,8,12,5,3,64,0,30,35,9,600,10,1,8,11,14,14,24,615,13,14,17,26,3,9,51,0,9,4,89,3,6,24,5,88,72,6,3,55,0,11,14,0,27,16,5,73,19,18,39,74,19,9,8,111,49,12,26,9,34,15,13,1,74,36,0,18,3,0,20,14,4,9,149,14,22,2,31,97,8,3,50,10,38,29,37,2,18,5,43,18,15,85,13,6,9,8,23,19,14,11,3,16,8,37,4,274,13,13,80,37,1595,14,647,8,101,15,0,4,5
2014-03,14,15,71,0,1,0,8,104,41,0,4,48,64,79,62,6,8,27,28,47,7,171,21,17,5,9,23,27,1366,19,2,179,17,12,2,21,175,17,17,1,5,33,0,22,52,46,911,34,19,4,5,18,8,31,800,41,26,24,19,8,31,69,0,18,5,491,7,6,6,21,91,72,105,142,106,4,29,20,5,116,12,3,248,69,4,20,84,52,5,4,90,48,19,3,41,53,7,22,3,60,20,9,35,21,0,9,4,7,7,123,4,14,0,12,107,10,1,17,43,37,22,41,3,10,17,86,81,10,93,34,47,2,4,9,38,21,8,0,51,18,32,2,343,12,3,36,102,1544,27,895,0,89,37,0,4,0
2014-04,13,30,82,8,0,6,5,61,30,6,7,37,59,55,27,2,6,13,21,188,43,189,30,17,16,4,18,1,1237,11,7,227,20,16,19,11,162,14,32,19,1,25,0,19,39,26,824,11,6,8,22,28,12,22,716,21,28,25,51,11,18,34,2,22,3,222,13,15,25,18,37,33,12,42,180,0,11,20,0,121,10,9,304,210,18,22,47,20,10,40,86,62,15,22,25,33,16,4,3,119,13,51,41,8,0,4,16,3,8,75,10,6,26,6,80,4,21,23,15,48,27,54,9,7,12,159,74,20,95,14,10,21,21,13,44,36,6,7,83,13,46,1,873,16,8,71,65,2009,41,959,24,115,11,12,0,0
2014-05,10,40,31,5,1,2,5,95,16,5,10,47,80,61,44,4,14,20,12,250,15,173,26,14,3,6,29,31,1098,18,7,270,12,9,7,18,134,22,46,23,9,31,3,13,53,13,949,53,2,2,9,28,10,6,585,31,28,59,32,3,56,58,19,30,4,149,25,1,24,9,98,54,23,18,88,2,4,34,13,156,12,8,374,482,18,6,41,10,14,8,54,45,19,36,16,8,9,9,8,42,19,24,31,4,0,20,39,10,37,129,11,3,12,4,100,0,7,25,13,81,53,40,0,21,11,70,101,22,112,20,36,2,25,25,47,40,10,2,107,9,53,0,1194,10,15,117,100,1902,18,973,3,117,22,2,3,0
2014-06,6,23,101,4,302,4,10,68,23,6,19,29,62,49,56,6,14,10,13,145,15,182,45,26,5,21,36,37,1055,8,11,225,5,17,6,18,245,24,16,67,3,32,9,15,44,2,873,44,13,1,10,46,26,7,513,51,35,50,32,8,77,150,11,17,5,131,14,7,16,4,68,31,32,45,117,0,14,36,9,88,11,2,260,514,6,13,84,49,7,3,94,24,14,17,8,35,18,4,7,109,7,21,76,22,0,10,27,4,30,128,7,3,3,5,70,9,8,36,9,36,52,32,5,10,34,108,53,33,103,40,28,2,19,17,81,55,11,4,40,26,32,2,1042,14,11,62,19,2018,7,1090,10,116,15,15,2,0
2014-07,24,23,57,5,173,4,4,72,38,22,62,50,75,98,28,9,19,83,14,96,15,206,86,13,5,24,46,4,1231,15,6,166,8,14,8,14,202,6,17,54,4,20,0,5,55,33,1013,43,8,2,9,23,12,12,810,80,66,34,30,5,109,75,0,1,10,101,5,14,14,10,58,26,13,18,60,0,1,30,20,159,21,5,240,422,42,9,43,21,8,5,37,59,6,28,6,38,11,21,4,73,19,5,26,20,0,5,10,0,12,131,10,11,6,6,134,5,3,27,38,21,30,53,4,4,8,52,40,51,91,10,63,5,14,27,66,27,8,4,76,4,52,0,951,7,7,25,205,1552,9,747,3,118,10,14,9,4
2014-08,2,19,53,15,32,0,19,70,12,15,5,14,48,121,46,8,26,15,13,112,20,166,65,28,7,6,19,14,1488,8,4,231,40,11,1,21,134,8,7,16,4,29,18,13,64,26,1658,131,14,2,12,18,25,6,1068,108,27,19,56,19,35,43,4,29,65,63,6,8,11,12,64,30,78,23,51,4,5,30,6,284,4,0,359,560,28,10,93,14,10,9,39,27,15,10,6,24,17,7,8,105,22,13,17,1,0,1,20,5,11,55,6,7,2,13,84,6,2,22,23,9,15,17,0,6,12,44,32,13,63,27,40,3,2,12,68,30,6,0,125,5,58,0,1168,24,2,46,58,1500,43,699,7,90,18,10,3,4
2014-09,9,21,45,6,2,1,18,93,22,2,21,24,56,48,34,12,28,40,11,119,9,197,41,8,15,14,21,4,1304,9,7,135,9,14,30,23,181,10,26,24,1,52,38,31,41,17,1493,91,13,2,8,22,56,19,647,36,13,42,22,9,17,112,0,12,51,98,1,13,16,4,61,30,42,0,77,4,11,20,9,181,16,12,371,463,10,37,140,27,25,15,81,20,17,1,5,71,10,13,0,80,18,17,102,18,0,49,17,7,27,134,2,2,15,4,69,10,12,25,13,47,29,64,4,10,9,60,82,12,121,20,49,2,36,10,63,32,11,0,57,10,41,38,816,12,9,34,42,1885,32,1044,8,126,20,12,17,0
2014-10,9,18,105,12,7,20,5,56,32,6,7,15,39,154,49,8,15,27,13,16,3,198,58,4,2,3,20,26,1496,11,11,159,37,2,10,20,182,38,26,7,3,25,33,31,161,31,3051,224,19,3,11,43,13,17,937,203,50,17,29,4,31,68,11,19,12,102,1,4,34,2,52,34,13,31,100,6,0,15,6,825,6,5,652,30,54,29,88,55,7,1,103,30,31,23,5,41,13,5,2,46,24,11,41,22,0,10,31,5,3,53,5,5,6,5,79,1,8,36,53,19,18,48,0,7,16,73,68,48,89,26,51,10,16,23,17,48,1,14,16,4,40,1,260,13,8,59,81,1806,16,628,13,122,13,0,1,0
2014-11,20,26,52,8,1,0,4,37,18,22,3,28,68,76,18,1,5,19,11,59,13,132,26,7,9,1,38,16,1238,15,6,128,8,15,7,13,165,31,8,3,13,17,41,17,33,5,1036,36,25,6,1,7,11,10,616,30,3,2,13,3,10,51,8,52,5,49,4,9,17,6,74,32,30,7,83,9,5,10,12,142,9,4,290,25,37,42,174,30,12,6,164,29,41,5,28,44,12,18,0,31,11,31,56,2,0,33,13,4,14,65,0,0,7,7,80,3,4,22,32,20,25,38,0,21,11,68,38,15,74,38,14,0,18,132,27,14,9,0,20,12,45,28,417,5,6,19,84,2261,9,805,8,54,8,0,0,4
2014-12,4,16,30,3,12,23,1,46,22,25,6,47,57,50,44,9,14,19,8,61,1,146,38,5,9,1,31,19,1259,15,6,135,3,9,2,12,137,3,10,7,10,34,15,21,23,16,988,40,15,15,11,15,11,18,554,41,3,8,21,2,23,65,10,24,3,50,3,4,32,7,37,44,6,25,121,6,5,20,11,119,17,2,377,16,64,54,129,25,15,6,138,22,24,28,7,8,13,28,2,64,6,4,33,41,0,11,18,2,23,89,1,7,8,5,62,3,0,25,14,42,32,22,1,5,0,108,19,6,85,19,156,7,6,38,9,17,21,21,32,4,30,3,362,22,0,42,107,1868,6,584,3,96,8,0,1,28
2015-01,0,19,12,4,5,16,9,27,20,38,6,22,55,66,46,8,17,0,9,24,2,148,36,1,0,10,22,1,1419,15,9,155,28,15,14,10,346,19,26,9,15,36,9,29,42,21,1044,52,9,1,10,20,2,14,655,16,29,16,49,1,19,81,9,16,10,48,3,0,29,0,49,59,24,2,191,19,0,4,4,109,28,3,355,31,44,34,82,12,22,8,78,34,14,22,9,23,10,14,5,46,8,187,26,49,0,5,9,2,12,44,2,5,15,0,82,3,14,17,31,69,34,16,1,16,12,159,82,48,66,7,38,9,9,18,27,30,4,14,36,6,23,0,345,19,7,49,59,1526,15,844,8,114,7,0,3,2
2015-02,14,11,68,0,6,1,8,22,24,5,20,8,48,77,21,7,6,21,10,22,5,164,12,3,4,16,29,16,1107,17,28,97,14,1,21,26,165,12,19,19,4,52,29,2,52,14,926,56,4,3,14,12,0,8,916,23,8,18,30,10,11,131,5,6,0,53,2,7,14,6,53,59,34,16,157,3,0,15,18,74,34,8,375,26,25,29,69,4,6,6,55,33,27,15,11,15,14,25,23,32,16,401,10,29,0,10,18,2,3,67,2,5,0,12,66,6,1,23,36,32,12,21,0,15,18,125,27,14,62,11,60,13,8,17,23,16,20,1,23,4,39,0,259,7,4,68,76,1288,13,470,5,77,10,3,2,3
2015-03,8,23,74,0,24,1,9,60,24,57,19,33,53,69,38,3,11,19,6,50,3,189,26,6,16,5,43,3,1335,20,23,168,21,4,18,24,167,23,28,2,6,27,39,7,15,42,947,44,1,5,5,13,16,10,625,11,18,3,37,3,53,68,2,40,17,101,5,9,18,3,73,60,18,5,100,10,3,8,2,57,11,11,420,33,32,27,101,48,7,2,75,48,20,15,48,14,18,15,4,62,2,102,22,26,0,3,11,0,10,41,3,4,11,5,81,13,7,6,3,37,27,19,1,13,14,83,48,15,42,17,35,0,9,22,45,21,2,1,37,23,13,2,323,13,3,35,78,1642,8,850,0,55,11,9,9,0
2015-04,11,30,30,2,2,34,4,42,24,137,12,20,67,49,26,7,20,0,6,137,79,157,26,11,16,11,70,26,1453,17,13,169,10,5,7,19,229,12,28,46,20,13,32,6,20,7,872,39,5,6,7,32,38,26,828,11,44,13,17,30,39,56,3,9,9,92,12,6,16,10,65,28,96,7,92,13,5,19,5,46,7,12,258,407,116,16,58,44,17,3,61,58,14,8,13,48,12,10,0,85,12,49,85,15,0,2,9,0,39,77,0,6,6,0,65,1,18,14,12,52,34,35,0,7,24,60,89,31,62,43,65,5,5,39,33,58,5,38,49,20,40,5,1065,18,8,62,61,1864,38,1053,4,60,7,9,1,19
2015-05,2,11,12,5,66,1,13,41,14,102,46,21,48,35,33,6,61,13,12,243,66,220,32,1,13,7,17,8,1314,14,11,187,44,4,10,7,147,33,14,31,4,12,35,11,25,11,769,43,4,2,15,10,31,14,746,7,8,16,24,3,33,69,19,29,2,69,3,4,18,11,71,39,2,14,84,26,9,14,5,75,8,1,208,602,84,23,25,16,13,5,50,44,4,32,11,18,18,20,2,73,27,49,27,28,0,7,23,15,25,110,3,0,16,4,76,4,8,4,13,23,37,24,0,12,7,57,81,23,51,31,18,3,14,64,19,12,5,0,76,6,69,1,1197,66,4,86,38,1758,79,1096,1,100,8,11,2,0
2015-06,4,29,16,3,78,9,14,41,33,32,60,7,71,52,31,6,44,18,4,154,26,329,27,12,8,12,15,3,1357,25,10,201,11,14,9,13,213,17,28,21,19,32,23,12,10,15,852,66,3,2,7,15,37,9,1256,10,8,12,20,9,20,43,1,4,2,87,8,5,20,7,94,56,31,13,56,5,10,11,15,64,3,6,382,503,31,12,31,16,25,32,31,27,15,30,3,34,9,34,7,44,37,19,36,19,0,37,14,3,23,59,1,13,4,17,64,6,8,10,30,29,32,35,2,10,12,39,58,10,71,48,55,1,9,76,14,23,10,8,98,3,48,0,1182,20,11,239,107,1385,28,826,7,117,11,13,14,3
2015-07,0,19,28,2,30,0,34,26,38,11,49,21,58,54,85,8,35,31,10,195,33,190,17,2,5,1,18,2,1220,22,7,198,37,7,33,13,165,19,5,38,41,32,19,22,23,4,648,21,9,4,12,29,5,5,1310,15,46,38,14,9,35,37,20,25,11,78,7,10,14,9,57,34,52,0,64,2,2,20,10,56,14,14,205,502,21,6,21,21,17,12,25,79,8,31,0,28,13,3,4,45,56,15,28,0,0,2,7,14,17,48,4,1,8,2,130,0,2,7,23,17,29,27,0,2,17,54,51,16,70,27,158,10,7,47,22,32,7,0,89,24,39,18,993,37,1,76,116,1357,19,666,0,129,10,4,2,8
2015-08,6,19,10,9,0,0,11,10,9,5,77,26,52,70,32,4,67,17,10,302,8,219,46,0,11,11,10,9,1165,39,15,207,3,5,19,14,207,29,17,16,10,29,16,30,27,3,655,13,12,1,10,18,7,27,583,8,28,8,25,4,6,60,2,16,42,37,6,6,30,0,83,50,23,12,19,0,10,13,1,31,14,12,216,708,7,12,38,28,15,9,45,27,6,25,4,21,13,51,1,40,22,19,37,7,0,8,12,1,10,29,4,6,11,6,83,0,14,13,32,21,39,24,6,21,17,9,24,29,57,45,18,0,6,36,25,21,2,0,159,2,51,0,1112,35,5,41,30,1487,31,762,7,72,13,1,3,1
2015-09,10,30,31,8,33,1,3,58,20,5,21,25,46,63,41,1,61,63,21,293,28,234,29,9,13,22,28,9,1422,37,13,149,20,25,20,15,215,11,33,36,9,27,42,16,24,18,888,35,6,6,27,27,37,34,653,20,46,36,15,16,27,94,3,14,94,77,2,3,19,4,113,82,45,19,35,8,5,14,14,63,20,1,287,597,9,29,77,40,29,4,87,16,28,40,4,22,20,33,0,41,31,10,29,12,0,10,38,14,7,72,7,1,12,3,88,5,13,55,32,49,25,76,0,10,16,20,59,8,97,10,76,9,27,10,29,31,33,11,122,4,18,1,1069,18,4,25,38,1934,18,841,9,67,18,7,8,13
2015-10,2,40,48,4,18,21,3,25,38,5,18,26,40,40,39,4,15,39,9,89,0,209,36,2,25,2,29,10,1194,11,3,149,39,11,13,13,164,16,65,13,2,37,48,11,14,10,770,37,3,5,14,42,7,17,528,10,46,17,34,8,48,39,13,28,4,70,4,7,29,22,105,54,27,2,49,0,0,14,0,44,23,8,209,89,21,17,46,34,10,4,57,40,23,34,5,37,19,34,5,41,30,22,62,16,0,0,7,14,44,82,14,11,5,4,88,3,38,32,55,48,17,62,0,16,25,44,83,20,97,48,80,10,25,21,30,48,5,21,27,9,45,3,336,12,1,71,79,1630,22,1205,8,67,26,0,6,21
